"거래금액","시군구","도로명주소","지번주소","아파트","거래유형","건축년도","전용면적","층","월","일","경도","위도","학교","학원","병원","술집","공공기관","문화시설","카페","역최단거리","가장 가까운 역","세대수","최고층","세대당주차대수","난방방식","현관구조","방개수","욕실개수","시군구대덕구","시군구동구","시군구서구","시군구유성구","시군구중구","거래유형중개거래","거래유형직거래","난방방식개별난방","난방방식중앙난방","난방방식지역난방","현관구조계단식","현관구조복도식","현관구조복합식"
49000,"서구","서구 구봉산북로 52","대전시 서구 관저동 1982","관저더샵2","중개거래",2019,74.9794,9,10,17,"127.325892871436","36.2928480089837",10,61,33,15,2,0,56,6898,"유성온천역",954,25,1.31,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
10900,"서구","서구 관저북로 14","대전시 서구 관저동 999","원앙마을4","중개거래",1997,49.59,1,10,17,"127.338834697694","36.3028338336132",13,178,68,70,4,3,171,5651,"유성온천역",1886,25,0.53,"중앙난방","복도식",2,1,0,0,1,0,0,1,0,0,1,0,0,1,0
18500,"서구","서구 관저북로 14","대전시 서구 관저동 999","원앙마을4","중개거래",1997,59.47,1,10,17,"127.338834697694","36.3028338336132",13,178,68,70,4,3,171,5651,"유성온천역",1886,25,0.53,"중앙난방","계단식",3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
42300,"서구","서구 관저로 83","대전시 서구 관저동 1130","신선마을","중개거래",2000,99.97,8,10,17,"127.332583471739","36.2998346738966",10,172,74,71,3,3,159,6032,"유성온천역",940,19,1.72,"중앙난방","계단식",3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
50000,"서구","서구 관저북로 52","대전시 서구 관저동 990","대자연마을","중개거래",1998,134.9,16,10,17,"127.338012575632","36.3062097397473",9,152,53,65,2,1,124,5281,"유성온천역",1251,24,1.58,"개별난방","계단식",4,2,0,0,1,0,0,1,0,1,0,0,1,0,0
18900,"서구","서구 관저로 48","대전시 서구 관저동 1144","구봉마을주공7","중개거래",1999,59.72,6,10,18,"127.328508330606","36.2975627898524",11,111,66,69,3,3,151,6339,"유성온천역",1188,25,0.81,"중앙난방","계단식",3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
28650,"서구","서구 구봉산북로 165","대전시 서구 관저동 1584","다온숲3단지","중개거래",2016,51.99,9,10,18,"127.338949012799","36.2935123826895",6,130,40,63,1,2,112,6622,"서대전역",1401,25,1.16,"지역난방","계단식",3,1,0,0,1,0,0,1,0,0,0,1,1,0,0
20800,"서구","서구 관저북로 14","대전시 서구 관저동 999","원앙마을4","중개거래",1997,59.47,5,10,18,"127.338834697694","36.3028338336132",13,178,68,70,4,3,171,5651,"유성온천역",1886,25,0.53,"중앙난방","계단식",3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
19900,"서구","서구 관저북로 80","대전시 서구 관저동 984","원앙마을2","중개거래",1997,59.47,12,10,18,"127.338841243288","36.3085933652258",6,87,29,53,1,1,80,5013,"유성온천역",1734,25,0.52,"중앙난방","계단식",3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
54400,"서구","서구 구봉산북로 52","대전시 서구 관저동 1982","관저더샵2","중개거래",2019,84.8064,22,10,19,"127.325892871436","36.2928480089837",10,61,33,15,2,0,56,6898,"유성온천역",954,25,1.31,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
43000,"서구","서구 관저로 83","대전시 서구 관저동 1130","신선마을","중개거래",2000,119.72,15,10,20,"127.332583471739","36.2998346738966",10,172,74,71,3,3,159,6032,"유성온천역",940,19,1.72,"중앙난방","계단식",4,2,0,0,1,0,0,1,0,0,1,0,1,0,0
48500,"서구","서구 구봉산북로 52","대전시 서구 관저동 1982","관저더샵2","중개거래",2019,74.9794,20,10,20,"127.325892871436","36.2928480089837",10,61,33,15,2,0,56,6898,"유성온천역",954,25,1.31,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
42500,"서구","서구 관저서로 19","대전시 서구 관저동 1985","관저더샵","중개거래",2018,59.977,15,10,20,"127.329258446122","36.2945123793651",10,95,50,40,3,3,120,6661,"유성온천역",954,25,1.3,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
26500,"서구","서구 관저로 51","대전시 서구 관저동 1137","구봉마을5","중개거래",2000,84.94,5,10,21,"127.327361354915","36.2994113809575",10,104,65,55,4,2,131,6158,"유성온천역",1000,20,1.12,"중앙난방","계단식",3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
52800,"서구","서구 구봉산북로 52","대전시 서구 관저동 1982","관저더샵2","중개거래",2019,84.8064,25,10,21,"127.325892871436","36.2928480089837",10,61,33,15,2,0,56,6898,"유성온천역",954,25,1.31,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
45000,"서구","서구 관저동로90번길 15","대전시 서구 관저동 1420","관저리슈빌","중개거래",2005,99.0655,3,10,21,"127.342052234831","36.3013380795396",9,204,75,92,3,5,213,5813,"유성온천역",748,23,1.41,"중앙난방","계단식",3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
38000,"서구","서구 관저북로 52","대전시 서구 관저동 990","대자연마을","중개거래",1998,92.78,3,10,21,"127.338012575632","36.3062097397473",9,152,53,65,2,1,124,5281,"유성온천역",1251,24,1.58,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
16000,"서구","서구 관저로 84","대전시 서구 관저동 1148","구봉마을주공8-1","중개거래",1999,49.76,13,10,21,"127.331566757152","36.2975383966658",10,168,76,68,3,3,151,6297,"유성온천역",2187,23,0.62,"중앙난방","계단식",2,1,0,0,1,0,0,1,0,0,1,0,1,0,0
19600,"서구","서구 관저로 48","대전시 서구 관저동 1144","구봉마을주공7","중개거래",1999,59.65,13,10,21,"127.328508330606","36.2975627898524",11,111,66,69,3,3,151,6339,"유성온천역",1188,25,0.81,"중앙난방","계단식",3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
31300,"서구","서구 관저로 51","대전시 서구 관저동 1137","구봉마을5","중개거래",2000,84.94,15,10,22,"127.327361354915","36.2994113809575",10,104,65,55,4,2,131,6158,"유성온천역",1000,20,1.12,"중앙난방","계단식",3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
45000,"서구","서구 관저동로90번길 15","대전시 서구 관저동 1420","관저리슈빌","중개거래",2005,84.5204,5,10,22,"127.342052234831","36.3013380795396",9,204,75,92,3,5,213,5813,"유성온천역",748,23,1.41,"중앙난방","계단식",3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
44700,"서구","서구 관저북로 52","대전시 서구 관저동 990","대자연마을","중개거래",1998,92.78,12,10,23,"127.338012575632","36.3062097397473",9,152,53,65,2,1,124,5281,"유성온천역",1251,24,1.58,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
17000,"서구","서구 관저북로 14","대전시 서구 관저동 999","원앙마을4","중개거래",1997,49.59,12,10,23,"127.338834697694","36.3028338336132",13,178,68,70,4,3,171,5651,"유성온천역",1886,25,0.53,"중앙난방","복도식",2,1,0,0,1,0,0,1,0,0,1,0,0,1,0
32400,"서구","서구 관저북로 87","대전시 서구 관저동 979","원앙마을1","중개거래",1997,84.79,14,10,23,"127.336064203087","36.3095005840315",5,31,23,17,1,1,63,4931,"유성온천역",660,25,1.04,"중앙난방","계단식",3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
52900,"서구","서구 구봉산북로 52","대전시 서구 관저동 1982","관저더샵2","중개거래",2019,84.8064,8,10,24,"127.325892871436","36.2928480089837",10,61,33,15,2,0,56,6898,"유성온천역",954,25,1.31,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
13200,"서구","서구 관저북로 80","대전시 서구 관저동 984","원앙마을2","중개거래",1997,39.65,12,10,26,"127.338841243288","36.3085933652258",6,87,29,53,1,1,80,5013,"유성온천역",1734,25,0.52,"중앙난방","복합식",2,1,0,0,1,0,0,1,0,0,1,0,0,0,1
18000,"서구","서구 관저로 84","대전시 서구 관저동 1148","구봉마을주공8-1","중개거래",1999,59.47,3,10,27,"127.331566757152","36.2975383966658",10,168,76,68,3,3,151,6297,"유성온천역",2187,23,0.62,"중앙난방","계단식",3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
20000,"서구","서구 관저로 84","대전시 서구 관저동 1148","구봉마을주공8-1","중개거래",1999,59.47,9,10,27,"127.331566757152","36.2975383966658",10,168,76,68,3,3,151,6297,"유성온천역",2187,23,0.62,"중앙난방","계단식",3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
48800,"서구","서구 관저로 83","대전시 서구 관저동 1130","신선마을","중개거래",2000,119.72,10,10,28,"127.332583471739","36.2998346738966",10,172,74,71,3,3,159,6032,"유성온천역",940,19,1.72,"중앙난방","계단식",4,2,0,0,1,0,0,1,0,0,1,0,1,0,0
51900,"서구","서구 구봉산북로 52","대전시 서구 관저동 1982","관저더샵2","중개거래",2019,84.8064,17,10,28,"127.325892871436","36.2928480089837",10,61,33,15,2,0,56,6898,"유성온천역",954,25,1.31,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
16000,"서구","서구 관저로 84","대전시 서구 관저동 1148","구봉마을주공8-1","직거래",1999,49.76,9,10,30,"127.331566757152","36.2975383966658",10,168,76,68,3,3,151,6297,"유성온천역",2187,23,0.62,"중앙난방","계단식",2,1,0,0,1,0,0,0,1,0,1,0,1,0,0
54400,"서구","서구 관저서로 19","대전시 서구 관저동 1985","관저더샵","중개거래",2018,84.882,10,10,30,"127.329258446122","36.2945123793651",10,95,50,40,3,3,120,6661,"유성온천역",954,25,1.3,"개별난방","계단식",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
21000,"서구","서구 관저로 84","대전시 서구 관저동 1148","구봉마을주공8-1","중개거래",1999,59.47,17,10,30,"127.331566757152","36.2975383966658",10,168,76,68,3,3,151,6297,"유성온천역",2187,23,0.62,"중앙난방","계단식",3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
35500,"서구","서구 관저로 184","대전시 서구 관저동 1398","느리울마을12단지","중개거래",2002,84.67,13,10,30,"127.342194338921","36.2979068663972",8,152,56,69,3,4,147,6137,"서대전역",750,23,1.03,"중앙난방","계단식",3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
25000,"서구","서구 만년남로 8","대전시 서구 만년동 281","상록수","중개거래",1995,59.88,6,10,4,"127.378203571935","36.3660672001833",8,114,66,40,3,23,101,1059,"갈마역",1161,15,0.62,"중앙난방","복도식",3,1,0,0,1,0,0,1,0,0,1,0,0,1,0
61000,"서구","서구 만년로 25","대전시 서구 만년동 1-2","강변","중개거래",1996,127.71,1,10,5,"127.375927989129","36.3686525464253",10,98,50,39,2,39,93,1260,"갈마역",788,17,1.4,"지역난방","계단식",4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
28600,"서구","서구 만년로 45","대전시 서구 만년동 1-1","초원","직거래",1993,59.89,12,10,6,"127.37801957196","36.3682711492827",8,96,58,39,2,37,101,1275,"갈마역",1230,15,0.5,"개별난방","계단식",3,1,0,0,1,0,0,0,1,1,0,0,1,0,0
23500,"서구","서구 만년남로 8","대전시 서구 만년동 281","상록수","중개거래",1995,59.88,5,10,10,"127.378203571935","36.3660672001833",8,114,66,40,3,23,101,1059,"갈마역",1161,15,0.62,"중앙난방","복도식",3,1,0,0,1,0,0,1,0,0,1,0,0,1,0
25700,"서구","서구 만년남로 8","대전시 서구 만년동 281","상록수","중개거래",1995,59.88,4,10,22,"127.378203571935","36.3660672001833",8,114,66,40,3,23,101,1059,"갈마역",1161,15,0.62,"중앙난방","복도식",3,1,0,0,1,0,0,1,0,0,1,0,0,1,0
25200,"서구","서구 만년남로 8","대전시 서구 만년동 281","상록수","중개거래",1995,59.88,3,10,25,"127.378203571935","36.3660672001833",8,114,66,40,3,23,101,1059,"갈마역",1161,15,0.62,"중앙난방","복도식",3,1,0,0,1,0,0,1,0,0,1,0,0,1,0
28900,"서구","서구 만년로 45","대전시 서구 만년동 1-1","초원","중개거래",1993,59.89,5,10,25,"127.37801957196","36.3682711492827",8,96,58,39,2,37,101,1275,"갈마역",1230,15,0.5,"개별난방","계단식",3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
15750,"유성구","유성구 진잠로42번길 88","대전시 유성구 원내동 383","진잠타운","중개거래",1995,59.996,11,9,2,"127.321231764678","36.2973411336169",9,76,36,17,4,0,62,6514,"유성온천역",1320,15,0.49,"개별난방","복도식",3,1,0,0,0,1,0,1,0,1,0,0,0,1,0
13300,"유성구","유성구 진잠로42번길 88","대전시 유성구 원내동 383","진잠타운","중개거래",1995,49.5,13,9,4,"127.321231764678","36.2973411336169",9,76,36,17,4,0,62,6514,"유성온천역",1320,15,0.49,"개별난방","복도식",2,1,0,0,0,1,0,1,0,1,0,0,0,1,0
26000,"유성구","유성구 진잠로42번길 30","대전시 유성구 원내동 357","신우한아름","중개거래",1998,84.99,8,9,5,"127.318921846554","36.2950517289822",6,48,34,16,3,0,56,6817,"유성온천역",864,15,1.02,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
15000,"유성구","유성구 진잠로42번길 88","대전시 유성구 원내동 383","진잠타운","직거래",1995,59.996,6,9,6,"127.321231764678","36.2973411336169",9,76,36,17,4,0,62,6514,"유성온천역",1320,15,0.49,"개별난방","복도식",3,1,0,0,0,1,0,0,1,1,0,0,0,1,0
18700,"유성구","유성구 진잠로42번길 88","대전시 유성구 원내동 383","진잠타운","중개거래",1995,59.996,9,9,8,"127.321231764678","36.2973411336169",9,76,36,17,4,0,62,6514,"유성온천역",1320,15,0.49,"개별난방","복도식",3,1,0,0,0,1,0,1,0,1,0,0,0,1,0
18500,"유성구","유성구 원내로 52","대전시 유성구 원내동 394","샘물타운","중개거래",1996,60,6,9,9,"127.321556789686","36.2990640457018",11,79,37,17,4,0,63,6322,"유성온천역",784,14,0.85,"개별난방","계단식",3,1,0,0,0,1,0,1,0,1,0,0,1,0,0
14000,"유성구","유성구 진잠로42번길 88","대전시 유성구 원내동 383","진잠타운","중개거래",1995,49.5,9,9,9,"127.321231764678","36.2973411336169",9,76,36,17,4,0,62,6514,"유성온천역",1320,15,0.49,"개별난방","복도식",2,1,0,0,0,1,0,1,0,1,0,0,0,1,0
16800,"유성구","유성구 원내로 52","대전시 유성구 원내동 394","샘물타운","중개거래",1996,60,7,9,16,"127.321556789686","36.2990640457018",11,79,37,17,4,0,63,6322,"유성온천역",784,14,0.85,"개별난방","계단식",3,1,0,0,0,1,0,1,0,1,0,0,1,0,0
13000,"유성구","유성구 진잠로42번길 88","대전시 유성구 원내동 383","진잠타운","중개거래",1995,49.5,4,9,21,"127.321231764678","36.2973411336169",9,76,36,17,4,0,62,6514,"유성온천역",1320,15,0.49,"개별난방","복도식",2,1,0,0,0,1,0,1,0,1,0,0,0,1,0
31500,"유성구","유성구 진잠로149번길 24","대전시 유성구 교촌동 617","제이파크","중개거래",2005,84.9783,13,9,8,"127.319007078921","36.3045556621334",5,40,26,17,2,0,46,5816,"유성온천역",405,15,1.24,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
29000,"유성구","유성구 진잠로149번길 24","대전시 유성구 교촌동 617","제이파크","중개거래",2005,84.9526,6,9,15,"127.319007078921","36.3045556621334",5,40,26,17,2,0,46,5816,"유성온천역",405,15,1.24,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
32800,"유성구","유성구 진잠로149번길 24","대전시 유성구 교촌동 617","제이파크","중개거래",2005,84.9385,4,9,23,"127.319007078921","36.3045556621334",5,40,26,17,2,0,46,5816,"유성온천역",405,15,1.24,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
31000,"유성구","유성구 대정로28번안길 80","대전시 유성구 대정동 317-1","드리움2단지","중개거래",2006,84.76,6,9,2,"127.322592202612","36.3126703866798",2,16,1,2,0,0,16,4859,"유성온천역",600,15,1.11,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
23500,"유성구","유성구 대정로28번길 50","대전시 유성구 대정동 316-1","드리움1단지","중개거래",2004,59.75,13,9,2,"127.322702428488","36.3138836211683",1,9,1,2,0,0,14,4730,"유성온천역",676,15,1,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
30900,"유성구","유성구 대정로28번안길 80","대전시 유성구 대정동 317-1","드리움2단지","중개거래",2006,84.76,11,9,12,"127.322592202612","36.3126703866798",2,16,1,2,0,0,16,4859,"유성온천역",600,15,1.11,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
25700,"유성구","유성구 대정로28번길 50","대전시 유성구 대정동 316-1","드리움1단지","중개거래",2004,84.65,2,9,14,"127.322702428488","36.3138836211683",1,9,1,2,0,0,14,4730,"유성온천역",676,15,1,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
21000,"유성구","유성구 대정로28번길 50","대전시 유성구 대정동 316-1","드리움1단지","직거래",2004,59.73,7,9,15,"127.322702428488","36.3138836211683",1,9,1,2,0,0,14,4730,"유성온천역",676,15,1,"개별난방","계단식",3,2,0,0,0,1,0,0,1,1,0,0,1,0,0
55000,"유성구","유성구 학하남로 10","대전시 유성구 계산동 721","오투그란데","중개거래",2011,119.3319,19,9,8,"127.301694991985","36.3432868671296",3,25,6,17,1,1,86,2516,"현충원역",1000,25,1.74,"지역난방","계단식",3,3,0,0,0,1,0,1,0,0,0,1,1,0,0
36000,"유성구","유성구 학하중앙로 99","대전시 유성구 계산동 722","오투그란데리빙포레아파트","중개거래",2018,59.898,10,9,8,"127.305004981621","36.3430678598455",3,26,6,17,2,1,68,2330,"현충원역",778,29,1.57,"지역난방","계단식",2,2,0,0,0,1,0,1,0,0,0,1,1,0,0
46000,"유성구","유성구 학하남로 10","대전시 유성구 계산동 721","오투그란데","직거래",2011,103.3658,2,9,8,"127.301694991985","36.3432868671296",3,25,6,17,1,1,86,2516,"현충원역",1000,25,1.74,"지역난방","계단식",3,2,0,0,0,1,0,0,1,0,0,1,1,0,0
47500,"유성구","유성구 학하남로 10","대전시 유성구 계산동 721","오투그란데","중개거래",2011,103.3658,11,9,11,"127.301694991985","36.3432868671296",3,25,6,17,1,1,86,2516,"현충원역",1000,25,1.74,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
51000,"유성구","유성구 학하로 33","대전시 유성구 계산동 749","계룡리슈빌(학의뜰)","중개거래",2011,100.6104,18,9,15,"127.302068525795","36.337871912624",3,25,7,6,1,1,46,2946,"현충원역",704,25,1.63,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
52000,"유성구","유성구 학하남로 10","대전시 유성구 계산동 721","오투그란데","중개거래",2011,119.3319,4,9,16,"127.301694991985","36.3432868671296",3,25,6,17,1,1,86,2516,"현충원역",1000,25,1.74,"지역난방","계단식",3,3,0,0,0,1,0,1,0,0,0,1,1,0,0
44500,"유성구","유성구 학하중앙로 99","대전시 유성구 계산동 722","오투그란데리빙포레아파트","중개거래",2018,84.8953,1,9,21,"127.305004981621","36.3430678598455",3,26,6,17,2,1,68,2330,"현충원역",778,29,1.57,"지역난방","계단식",4,2,0,0,0,1,0,1,0,0,0,1,1,0,0
46000,"유성구","유성구 학하남로 10","대전시 유성구 계산동 721","오투그란데","중개거래",2011,92.8934,17,9,25,"127.301694991985","36.3432868671296",3,25,6,17,1,1,86,2516,"현충원역",1000,25,1.74,"지역난방","계단식",4,2,0,0,0,1,0,1,0,0,0,1,1,0,0
64000,"유성구","유성구 학하로 33","대전시 유성구 계산동 749","계룡리슈빌(학의뜰)","중개거래",2011,128.541,4,9,26,"127.302068525795","36.337871912624",3,25,7,6,1,1,46,2946,"현충원역",704,25,1.63,"지역난방","계단식",4,2,0,0,0,1,0,1,0,0,0,1,1,0,0
25000,"유성구","유성구 문화원로 77","대전시 유성구 봉명동 611-1","그랑펠리체","중개거래",2006,84.98,2,9,2,"127.344526963499","36.3594186322007",4,90,98,243,4,13,277,690,"유성온천역",65,14,1.36,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
28000,"유성구","유성구 문화원로146번길 7","대전시 유성구 봉명동 678-4","위드리버","중개거래",2004,106.602,7,9,2,"127.353073043931","36.357072168669",4,85,52,234,6,11,249,296,"갑천역",66,15,0.92,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
7650,"유성구","유성구 온천북로33번길 35","대전시 유성구 봉명동 624-2","나이스팰리스","중개거래",2016,26.7592,8,9,2,"127.346013934359","36.358387897383",6,88,95,239,4,13,260,661,"유성온천역",160,8,0.53,"개별난방","복도식",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
5250,"유성구","유성구 문화원로 140","대전시 유성구 봉명동 676-3","하이랜드3","중개거래",2012,25.087,2,9,2,"127.351176203654","36.3580325532069",4,94,66,224,6,11,248,482,"갑천역",63,8,0.26,"개별난방","복도식",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
58000,"유성구","유성구 봉명로 93","대전시 유성구 봉명동 1036","도안6단지 센트럴시티","중개거래",2010,74.78,7,9,6,"127.342964901388","36.3469986173655",9,96,78,53,3,4,129,758,"유성온천역",854,25,1.35,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
5900,"유성구","유성구 온천로107번길 15","대전시 유성구 봉명동 540-18","좋은하루3차","중개거래",2013,18.458,12,9,6,"127.349715760871","36.3549894233196",4,74,73,214,6,11,231,447,"갑천역",140,13,0.28,"개별난방","계단식",1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
6770,"유성구","유성구 온천로 45","대전시 유성구 봉명동 536-5","유성푸르지오시티","중개거래",2014,17.55,20,9,7,"127.343380004224","36.3561381424605",6,95,96,236,3,11,274,320,"유성온천역",299,29,0.85,"개별난방","계단식",1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
11000,"유성구","유성구 유성대로710번길 70","대전시 유성구 봉명동 562-6","휴안팰리스","직거래",2020,24.4666,8,9,8,"127.335358119624","36.3562148161738",5,91,87,156,2,4,193,419,"구암역",83,9,0.72,"개별난방","계단식",1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
50900,"유성구","유성구 봉명로 93","대전시 유성구 봉명동 1036","도안6단지 센트럴시티","중개거래",2010,84.61,2,9,9,"127.342964901388","36.3469986173655",9,96,78,53,3,4,129,758,"유성온천역",854,25,1.35,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
68500,"유성구","유성구 봉명로 94","대전시 유성구 봉명동 1037","도안신도시7단지예미지백조의호수","중개거래",2014,84.9241,7,9,9,"127.345861115144","36.3469632349271",5,80,71,33,2,4,116,848,"유성온천역",1102,25,1.44,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
11600,"유성구","유성구 온천로107번길 19","대전시 유성구 봉명동 540-8","해나래","중개거래",2020,23.7806,9,9,11,"127.349909749734","36.3552187451977",4,71,73,212,6,11,237,432,"갑천역",143,15,0.61,"개별난방","복도식",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
6250,"유성구","유성구 계룡로74번길 20","대전시 유성구 봉명동 448-5","리베라아이누리","중개거래",2011,28.6579,5,9,12,"127.338371112163","36.3537615228924",10,124,107,196,3,6,214,276,"유성온천역",254,15,0.41,"개별난방","복도식",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
10000,"유성구","유성구 계룡로74번길 20","대전시 유성구 봉명동 448-5","리베라아이누리","중개거래",2011,34.7345,6,9,12,"127.338371112163","36.3537615228924",10,124,107,196,3,6,214,276,"유성온천역",254,15,0.41,"개별난방","복도식",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
30000,"유성구","유성구 대학로 34","대전시 유성구 봉명동 536-10","노블레스타워","직거래",2006,103.77,20,9,15,"127.343022456799","36.3564621506053",6,93,97,237,3,12,274,336,"유성온천역",168,24,1.98,"개별난방","계단식",3,2,0,0,0,1,0,0,1,1,0,0,1,0,0
55000,"유성구","유성구 봉명로 93","대전시 유성구 봉명동 1036","도안6단지 센트럴시티","중개거래",2010,84.97,10,9,15,"127.342964901388","36.3469986173655",9,96,78,53,3,4,129,758,"유성온천역",854,25,1.35,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
72500,"유성구","유성구 봉명로 94","대전시 유성구 봉명동 1037","도안신도시7단지예미지백조의호수","중개거래",2014,84.9686,23,9,16,"127.345861115144","36.3469632349271",5,80,71,33,2,4,116,848,"유성온천역",1102,25,1.44,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
11300,"유성구","유성구 대학로 39","대전시 유성구 봉명동 607-4","앤터팰리스1차","중개거래",2019,25.3661,11,9,16,"127.342333547052","36.3576726020971",7,94,98,240,3,12,284,446,"유성온천역",299,20,0.6,"개별난방","복도식",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
6700,"유성구","유성구 온천로 45","대전시 유성구 봉명동 536-5","유성푸르지오시티","중개거래",2014,17.55,13,9,17,"127.343380004224","36.3561381424605",6,95,96,236,3,11,274,320,"유성온천역",299,29,0.85,"개별난방","계단식",1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
18800,"유성구","유성구 계룡로 64","대전시 유성구 봉명동 468-3","미성샤르망","중개거래",2006,68.267,11,9,18,"127.337784499417","36.3542663990813",8,127,105,192,3,5,216,334,"유성온천역",210,15,1.2,"개별난방","계단식",2,1,0,0,0,1,0,1,0,1,0,0,1,0,0
60500,"유성구","유성구 봉명로 93","대전시 유성구 봉명동 1036","도안6단지 센트럴시티","중개거래",2010,84.78,9,9,18,"127.342964901388","36.3469986173655",9,96,78,53,3,4,129,758,"유성온천역",854,25,1.35,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
27200,"유성구","유성구 대학로 34","대전시 유성구 봉명동 536-10","노블레스타워","중개거래",2006,96.04,6,9,19,"127.343022456799","36.3564621506053",6,93,97,237,3,12,274,336,"유성온천역",168,24,1.98,"개별난방","계단식",3,2,0,0,0,1,0,1,0,1,0,0,1,0,0
7500,"유성구","유성구 계룡로105번길 20","대전시 유성구 봉명동 550-9","K-town","중개거래",2015,23.3496,12,9,20,"127.342991713583","36.354076557376",7,88,104,208,2,6,230,144,"유성온천역",299,15,0.48,"개별난방","계단식",1,1,0,0,0,1,0,1,0,1,0,0,1,0,0
6200,"유성구","유성구 계룡로74번길 20","대전시 유성구 봉명동 448-5","리베라아이누리","중개거래",2011,28.6579,7,9,21,"127.338371112163","36.3537615228924",10,124,107,196,3,6,214,276,"유성온천역",254,15,0.41,"개별난방","복도식",1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
52000,"유성구","유성구 봉명로 93","대전시 유성구 봉명동 1036","도안6단지 센트럴시티","중개거래",2010,74.9,13,9,23,"127.342964901388","36.3469986173655",9,96,78,53,3,4,129,758,"유성온천역",854,25,1.35,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
70000,"유성구","유성구 봉명로 94","대전시 유성구 봉명동 1037","도안신도시7단지예미지백조의호수","중개거래",2014,84.9686,18,9,23,"127.345861115144","36.3469632349271",5,80,71,33,2,4,116,848,"유성온천역",1102,25,1.44,"지역난방","계단식",3,2,0,0,0,1,0,1,0,0,0,1,1,0,0
64500,"유성구","유성구 계룡로 92","대전시 유성구 봉명동 553-2","CJ나인파크","중개거래",2008,165.315,6,9,24,"127.340630388803","36.3534600589533",7,124,109,203,2,6,234,79,"유성온천역",168,27,3.28,"개별난방","계단식",4,2,0,0,0,1,0,1,0,1,0,0,1,0,0
