"거래금액","건축년도","전용면적","층","학교","학원","병원","술집","공공기관","문화시설","카페","역최단거리","세대수","최고층","세대당주차대수","방개수","욕실개수","시군구대덕구","시군구동구","시군구서구","시군구유성구","시군구중구","거래유형중개거래","거래유형직거래","난방방식개별난방","난방방식중앙난방","난방방식지역난방","현관구조계단식","현관구조복도식","현관구조복합식"
32000,2007,84.8391,6,11,58,29,62,4,6,105,1265,153,15,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
28000,2007,84.9616,4,11,58,29,62,4,6,105,1265,153,15,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
32000,2023,74.8482,19,10,69,43,69,4,6,111,1107,419,29,1.23,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30000,2007,84.9616,3,11,58,29,62,4,6,105,1265,153,15,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
28000,2007,84.9616,12,11,58,29,62,4,6,105,1265,153,15,1.16,3,2,0,1,0,0,0,0,1,1,0,0,1,0,0
28500,2007,84.9616,1,11,58,29,62,4,6,105,1265,153,15,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
26000,2023,49.7869,6,10,69,43,69,4,6,111,1107,419,29,1.23,2,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30500,2007,84.9616,7,10,82,42,72,4,6,127,1036,349,15,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
17000,1995,74.5,11,12,60,37,64,4,6,100,1274,207,13,0.72,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
11200,1996,42.015,14,12,67,50,66,4,6,105,1107,571,18,0.45,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0
29000,2007,84.9616,6,11,58,29,62,4,6,105,1265,153,15,1.16,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
20000,1996,84.735,18,12,67,50,66,4,6,105,1107,571,18,0.45,3,2,0,1,0,0,0,1,0,1,0,0,0,1,0
40500,2006,84.9811,6,13,69,30,26,5,3,67,1270,1063,31,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
30000,2006,59.9929,3,13,69,30,26,5,3,67,1270,1063,31,1.24,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24800,2007,59.45,4,11,85,53,41,7,5,97,948,613,23,0.3,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
24500,2007,59.45,2,11,85,53,41,7,5,97,948,613,23,0.3,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
29500,2008,84.9867,13,1,14,11,1,3,0,10,3511,877,32,1.3,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
29500,2011,84.985,2,1,14,11,3,5,0,17,3960,713,24,1.33,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39700,2008,110.3271,12,1,14,11,1,3,0,10,3511,877,32,1.3,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
39000,2007,102.819,3,5,78,35,20,0,3,50,1674,1241,31,1.42,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
36500,2007,84.9954,6,5,78,35,20,0,3,50,1674,1241,31,1.42,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
53500,2007,121.3897,14,5,78,35,20,0,3,50,1674,1241,31,1.42,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
42000,2007,102.819,7,5,78,35,20,0,3,50,1674,1241,31,1.42,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
53000,2007,121.3897,14,5,78,35,20,0,3,50,1674,1241,31,1.42,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
34500,2016,84.87,3,2,50,32,18,0,2,40,2007,408,20,1.21,3,2,0,1,0,0,0,1,0,1,0,0,1,0,0
41300,2007,102.819,11,5,78,35,20,0,3,50,1674,1241,31,1.42,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
41800,2007,102.819,16,5,78,35,20,0,3,50,1674,1241,31,1.42,4,2,0,1,0,0,0,1,0,1,0,0,1,0,0
40000,2005,114.6997,3,8,83,27,20,2,1,48,3122,708,24,1.4,4,2,0,0,1,0,0,1,0,1,0,0,1,0,0
30000,2006,84.9596,13,13,101,70,29,10,0,63,2952,574,25,1.26,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
29900,2006,84.9596,20,13,101,70,29,10,0,63,2952,574,25,1.26,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
51700,2019,84.987,25,12,98,32,19,9,0,54,3345,1102,29,1.3,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
27800,2005,84.9655,1,5,72,7,16,3,0,45,3807,761,15,1.08,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
26000,1993,84.54,14,13,97,69,26,10,0,63,2960,948,20,0.84,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
26500,2005,84.9655,6,5,72,7,16,3,0,45,3807,761,15,1.08,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
38300,2005,83.2813,12,8,83,27,20,2,1,48,3122,708,24,1.4,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
34000,2005,83.2813,4,8,83,27,20,2,1,48,3122,708,24,1.4,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
16900,1993,59.4,14,13,97,69,26,10,0,63,2960,948,20,0.84,3,1,0,0,1,0,0,1,0,1,0,0,0,1,0
35500,2019,59.984,5,12,98,32,19,9,0,54,3345,1102,29,1.3,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
31500,2004,84.9997,6,7,81,23,21,2,0,48,3264,240,15,1.02,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
34800,2005,83.2813,17,8,83,27,20,2,1,48,3122,708,24,1.4,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
18500,1998,59.915,5,13,100,66,25,9,0,64,3076,478,20,1.01,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
55000,2019,84.9244,22,12,98,32,19,9,0,54,3345,1102,29,1.3,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
34500,2005,80.8713,9,8,83,27,20,2,1,48,3122,708,24,1.4,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
27500,2005,84.9655,1,5,72,7,16,3,0,45,3807,761,15,1.08,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
18000,1998,59.915,4,13,100,66,25,9,0,64,3076,478,20,1.01,3,1,0,0,1,0,0,0,1,1,0,0,1,0,0
28500,2019,45.204,23,12,98,32,19,9,0,54,3345,1102,29,1.3,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
46500,2005,114.6997,18,8,83,27,20,2,1,48,3122,708,24,1.4,4,2,0,0,1,0,0,1,0,1,0,0,1,0,0
39000,2019,59.984,17,12,98,32,19,9,0,54,3345,1102,29,1.3,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
20000,1991,84.17,4,12,106,35,26,9,0,57,3278,648,12,1,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
24500,1998,84.89,5,13,100,66,25,9,0,64,3076,478,20,1.01,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
35000,2005,80.8713,22,8,83,27,20,2,1,48,3122,708,24,1.4,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
40300,2006,84.975,9,7,73,24,21,2,0,49,3197,346,22,1.17,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
21000,1993,84.54,5,13,97,69,26,10,0,63,2960,948,20,0.84,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
41000,2005,84.9843,17,8,93,33,23,7,1,51,2989,463,21,1.52,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
54900,2019,84.987,22,12,98,32,19,9,0,54,3345,1102,29,1.3,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
46000,2005,101.4315,20,8,93,33,23,7,1,51,2989,463,21,1.52,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
43000,2005,101.4315,3,8,93,33,23,7,1,51,2989,463,21,1.52,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
43700,2019,72.9834,28,12,98,32,19,9,0,54,3345,1102,29,1.3,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
19200,2002,59.9915,7,6,94,47,72,4,0,63,1705,210,15,1.02,2,2,0,0,1,0,0,1,0,1,0,0,0,1,0
16000,2002,59.9915,12,6,94,47,72,4,0,63,1705,210,15,1.02,2,2,0,0,1,0,0,1,0,1,0,0,0,1,0
26000,2002,84.5778,3,6,94,47,72,4,0,63,1705,210,15,1.02,3,2,0,0,1,0,0,0,1,1,0,0,0,1,0
12500,2009,41.4484,12,9,58,30,61,3,2,85,2382,140,13,1,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
14200,2018,32.3703,8,7,61,50,61,3,1,81,2181,26,8,0.65,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
27500,1992,84.91,10,8,33,18,39,0,2,65,2675,462,15,0.39,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
24500,1992,71.74,13,8,33,18,39,0,2,65,2675,462,15,0.39,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
58500,2022,84.7316,26,11,74,76,43,5,1,55,2076,1881,34,1.22,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
23285,2020,48.0576,14,11,58,75,44,8,1,53,2204,112,15,0.66,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0
23199,2020,48.619,14,11,58,75,44,8,1,53,2204,112,15,0.66,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0
13000,2006,73.65,5,9,70,27,56,1,2,87,2444,17,6,1,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
22836,2020,48.0576,3,11,58,75,44,8,1,53,2204,112,15,0.66,2,1,0,0,1,0,0,0,1,1,0,0,1,0,0
21700,1996,73.32,13,5,45,18,12,2,0,36,4215,510,17,0.94,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
14500,1996,51.096,4,6,42,17,14,2,0,35,4112,720,20,0.7,2,1,0,0,1,0,0,1,0,0,1,0,1,0,0
30000,1993,84.935,8,3,42,21,12,6,0,43,4027,1980,15,0.97,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
11800,1992,49.14,9,5,45,17,14,2,0,33,4271,499,13,0.31,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0
28300,1993,84.935,8,3,42,21,12,6,0,43,4027,1980,15,0.97,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
27800,1993,84.935,5,3,42,21,12,6,0,43,4027,1980,15,0.97,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
18000,1993,59.69,7,3,42,21,12,6,0,43,4027,1980,15,0.97,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
39000,1993,128.6525,14,3,42,21,12,6,0,43,4027,1980,15,0.97,4,2,0,0,1,0,0,1,0,0,1,0,1,0,0
18000,1992,84.98,3,4,41,14,11,2,0,30,4497,480,15,0.71,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
10800,1992,44.46,10,5,45,17,14,2,0,33,4271,499,13,0.31,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0
18600,1993,59.69,4,3,42,21,12,6,0,43,4027,1980,15,0.97,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
27500,1993,84.935,13,3,42,21,12,6,0,43,4027,1980,15,0.97,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
14500,1992,56.655,7,4,41,14,11,2,0,30,4497,480,15,0.71,3,2,0,0,1,0,0,1,0,1,0,0,0,1,0
27800,1993,84.935,9,3,42,21,12,6,0,43,4027,1980,15,0.97,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
70000,2020,84.8747,2,5,233,138,127,4,7,272,986,428,22,1.22,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
21500,1991,39.6,15,6,482,223,164,15,7,350,591,1380,15,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
18700,2004,59.435,13,8,426,318,231,9,14,373,318,155,15,0.73,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
18700,2004,59.435,7,8,426,318,231,9,14,373,318,155,15,0.73,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
39500,1996,84.945,1,8,504,273,163,11,9,373,212,654,12,1,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
9300,2005,36.51,4,8,412,287,209,6,13,363,252,290,12,1.11,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
28500,1991,52.29,6,6,482,223,164,15,7,350,591,1380,15,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0
53800,1991,84.76,7,6,482,223,164,15,7,350,591,1380,15,1,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
73000,2020,84.8747,5,5,233,138,127,4,7,272,986,428,22,1.22,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
46000,1994,84.72,8,8,481,233,158,9,9,372,345,598,12,1.01,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
28000,1991,52.29,15,6,482,223,164,15,7,350,591,1380,15,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0
14700,2005,51.64,9,5,461,220,160,5,7,364,516,94,12,0.73,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0
19700,2004,59.435,12,8,426,318,231,9,14,373,318,155,15,0.73,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
22300,1991,39.6,7,6,482,223,164,15,7,350,591,1380,15,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
59000,2020,72.471,4,5,233,138,127,4,7,272,986,428,22,1.22,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
44000,1994,84.72,5,8,481,233,158,9,9,372,345,598,12,1.01,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
8700,2005,36.51,11,8,412,287,209,6,13,363,252,290,12,1.11,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
27400,1991,52.29,4,6,482,223,164,15,7,350,591,1380,15,1,2,1,0,0,1,0,0,1,0,0,0,1,0,1,0
8100,2006,33.24,8,6,485,238,170,12,8,369,485,48,10,0.58,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
22750,1991,39.6,13,6,482,223,164,15,7,350,591,1380,15,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
22400,1991,39.6,15,6,482,223,164,15,7,350,591,1380,15,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0
68600,2020,84.8747,2,5,233,138,127,4,7,272,986,428,22,1.22,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
27000,1994,59.4,4,8,469,334,238,9,13,397,157,366,12,1.01,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
65000,2020,72.471,17,5,233,138,127,4,7,272,986,428,22,1.22,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
37750,2002,84.951,9,9,94,66,95,6,2,171,1333,2398,23,1.31,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
44000,2002,84.97,16,9,94,66,95,6,2,171,1333,2398,23,1.31,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
38200,2002,84.951,21,9,94,66,95,6,2,171,1333,2398,23,1.31,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
45800,2002,101.131,9,9,94,66,95,6,2,171,1333,2398,23,1.31,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
38000,2002,84.97,4,9,94,66,95,6,2,171,1333,2398,23,1.31,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
37900,2002,84.97,5,9,94,66,95,6,2,171,1333,2398,23,1.31,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
38200,2002,84.951,5,9,94,66,95,6,2,171,1333,2398,23,1.31,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
42500,2002,101.131,12,9,94,66,95,6,2,171,1333,2398,23,1.31,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
29000,1994,84.99,10,9,64,16,25,0,1,62,1693,1632,14,1.19,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
23000,1994,71.93,3,9,64,16,25,0,1,62,1693,1632,14,1.19,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
43000,2004,84.8879,15,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
37000,2004,77.6069,19,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
37500,2004,77.6069,12,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
19200,1990,70.13,6,12,61,15,22,1,1,71,1679,730,15,1,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
38000,2004,84.8879,3,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
40500,2004,84.8879,8,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
38200,2004,77.6069,24,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
37700,2004,84.8879,3,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
47000,2004,98.7079,5,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
10300,2001,40.5672,8,10,97,38,45,5,2,122,1559,251,14,0.7,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
39200,2004,84.8879,22,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
43900,2004,98.7079,18,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
45000,2004,98.7079,15,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
43000,2004,98.7079,16,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
33000,2004,67.9693,7,8,111,38,76,4,1,139,1362,2199,25,1.14,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
22000,1994,73.78,7,7,63,19,67,5,3,88,1611,1980,15,0.84,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
16900,2006,74.25,6,10,206,233,197,9,8,300,892,70,12,0.87,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
28800,1995,59.9,7,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
21500,1994,73.78,4,7,63,19,67,5,3,88,1611,1980,15,0.84,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
20800,1994,73.78,14,7,63,19,67,5,3,88,1611,1980,15,0.84,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
23500,2001,84.9755,1,10,62,18,39,3,1,65,1684,126,8,1.03,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
30700,1995,59.9,13,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
26500,2001,84.9755,3,10,62,18,39,3,1,65,1684,126,8,1.03,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
8400,1998,39.9675,5,10,106,77,155,6,6,150,1223,307,14,0.65,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
38000,1995,84.94,12,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
40000,1995,84.94,13,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
39000,1995,84.94,7,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
50000,1995,84.94,15,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
27000,1994,84.68,8,7,63,19,67,5,3,88,1611,1980,15,0.84,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
38700,1995,84.94,5,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
27800,1995,59.9,14,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
36500,1995,84.94,7,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
30400,1995,59.9,11,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
33500,2018,59.8598,11,8,141,166,219,7,8,255,871,301,27,1.29,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
9500,2015,31.5027,3,9,153,178,218,7,9,270,857,72,9,0.72,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
28500,1995,59.9,6,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
22000,1994,73.78,2,7,63,19,67,5,3,88,1611,1980,15,0.84,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
20000,1994,84.68,1,7,63,19,67,5,3,88,1611,1980,15,0.84,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
29500,1995,59.9,15,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
40000,1995,84.94,10,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
26500,1994,84.68,10,7,63,19,67,5,3,88,1611,1980,15,0.84,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
35500,1995,84.94,4,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
25400,1994,84.68,2,7,63,19,67,5,3,88,1611,1980,15,0.84,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
26800,1995,59.9,2,9,213,224,190,7,11,278,698,2910,15,1.03,3,2,0,0,1,0,0,0,1,0,1,0,1,0,0
27000,1994,84.68,13,7,63,19,67,5,3,88,1611,1980,15,0.84,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
11800,2004,42.8,6,8,442,311,247,11,14,378,388,180,12,1.11,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
28500,1995,62.1,13,7,244,246,205,16,10,313,454,1650,15,0.89,3,1,0,0,1,0,0,1,0,0,1,0,0,1,0
85000,1992,101.94,5,9,409,141,97,16,6,200,615,700,15,1.18,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
32500,1994,84.9,7,6,497,326,231,15,13,383,630,816,12,0.92,3,2,0,0,1,0,0,0,1,0,1,0,1,0,0
34800,1998,59.802,5,3,39,16,5,2,23,37,1380,1350,15,1.01,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
53500,1994,84.885,13,9,252,76,34,12,11,92,941,1230,15,0.71,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
46500,1995,84.42,12,7,244,246,205,16,10,313,454,1650,15,0.89,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
76800,1992,101.94,2,9,409,141,97,16,6,200,615,700,15,1.18,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
102500,1993,101.83,12,9,481,180,118,15,6,287,497,1166,15,1.29,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
118800,1993,117.76,15,9,481,180,118,15,6,287,497,1166,15,1.29,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
85000,1992,101.94,7,9,409,141,97,16,6,200,615,700,15,1.18,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
134500,1992,114.63,3,9,473,148,117,16,6,248,547,1632,15,1.37,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
72800,1993,93.105,3,9,381,113,81,13,4,154,751,660,15,1.35,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
6600,2017,19.8488,4,9,221,245,198,11,9,310,695,98,10,0.52,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0
8300,2003,38.6075,13,6,219,238,202,11,9,309,614,155,15,0.49,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0
80000,1992,101.94,2,9,409,141,97,16,6,200,615,700,15,1.18,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
75000,1992,127.95,10,9,360,92,94,8,2,169,996,666,15,0.88,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
49300,1998,84.945,12,5,55,24,6,5,18,31,1235,2200,20,1.09,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
32700,1994,70.55,2,9,252,76,34,12,11,92,941,1230,15,0.71,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0
40000,1994,59.54,5,10,535,329,234,14,13,409,426,1200,12,0.99,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
86700,1992,101.94,11,9,409,141,97,16,6,200,615,700,15,1.18,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
34000,1994,59.54,2,10,535,329,234,14,13,409,426,1200,12,0.99,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
7650,2003,38.6075,11,6,219,238,202,11,9,309,614,155,15,0.49,2,1,0,0,1,0,0,0,1,1,0,0,0,1,0
141000,1992,114.63,8,9,473,148,117,16,6,248,547,1632,15,1.37,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
160000,1992,134.91,2,9,473,148,117,16,6,248,547,1632,15,1.37,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
41600,1993,84.99,9,8,99,35,26,5,4,48,1259,2010,15,0.87,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
31500,1993,71.7,2,8,99,35,26,5,4,48,1259,2010,15,0.87,3,1,0,0,1,0,0,0,1,0,0,1,1,0,0
70000,1993,75.96,6,9,481,180,118,15,6,287,497,1166,15,1.29,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0
63000,1992,92.35,11,9,360,92,94,8,2,169,996,666,15,0.88,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
45000,1998,84.945,5,5,55,24,6,5,18,31,1235,2200,20,1.09,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
52000,1998,84.945,12,5,55,24,6,5,18,31,1235,2200,20,1.09,3,2,0,0,1,0,0,1,0,1,0,0,1,0,0
74300,1992,92.88,4,9,409,141,97,16,6,200,615,700,15,1.18,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
81500,1992,101.94,2,9,409,141,97,16,6,200,615,700,15,1.18,4,2,0,0,1,0,0,1,0,0,0,1,1,0,0
54000,1994,84.6,9,10,535,329,234,14,13,409,426,1200,12,0.99,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
32400,1994,70.55,5,5,122,43,20,8,19,65,1073,540,15,0.68,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0
43000,1994,84.885,6,5,122,43,20,8,19,65,1073,540,15,0.68,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
18700,1991,41.82,15,9,157,43,53,6,1,101,1245,870,15,0.37,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0
50000,1991,84.76,8,9,335,61,95,7,1,153,1073,980,14,1,3,2,0,0,1,0,0,1,0,0,0,1,1,0,0
7900,2003,40.41,5,5,259,294,198,17,10,339,614,63,11,0.5,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
32000,1994,59.74,6,6,497,326,231,15,13,383,630,816,12,0.92,3,1,0,0,1,0,0,1,0,0,1,0,1,0,0
34300,1998,59.802,6,3,39,16,5,2,23,37,1380,1350,15,1.01,3,1,0,0,1,0,0,1,0,1,0,0,1,0,0
42500,1995,84.42,2,7,244,246,205,16,10,313,454,1650,15,0.89,3,2,0,0,1,0,0,1,0,0,1,0,1,0,0
